area,ga_placename
contae bhaile atha cliath,Baile Scriobail
contae bhaile atha cliath,An Pointe
contae bhaile atha cliath,Rinn na Mara nó Cnoc an Teampaill
contae bhaile atha cliath,Baile na Mara Thoir
contae bhaile atha cliath,Baile na Mara Thiar
contae bhaile atha cliath,Sealúin
contae bhaile atha cliath,Seangánach
contae bhaile atha cliath,Cnoc na Seangán
contae bhaile atha cliath,Seanchill
contae bhaile atha cliath,Cnoc na gCaorach
contae bhaile atha cliath,Móinteán na gCaorach
contae bhaile atha cliath,Oileán Sionnaigh
contae bhaile atha cliath,Fearann na dTor
contae bhaile atha cliath,Cnoc Sibéal
contae bhaile atha cliath,Saileog
contae bhaile atha cliath,Cúirt Shíomóin
contae bhaile atha cliath,An Sceach
contae bhaile atha cliath,Sceich an Phubaill
contae bhaile atha cliath,Sceach Dhubh
contae bhaile atha cliath,An Slád
contae bhaile atha cliath,An Slád Mór
contae bhaile atha cliath,Sliabh Toll
contae bhaile atha cliath,An Fheirm Thiar
contae bhaile atha cliath,Cúirt an Smotaigh
contae bhaile atha cliath,An Snuga
contae bhaile atha cliath,Na Lotaí Theas
contae bhaile atha cliath,Baile Spreiceal
contae bhaile atha cliath,Cnoc an Tobair
contae bhaile atha cliath,Cnocán an Fhuaráin
contae bhaile atha cliath,Baile an Stacaigh
contae bhaile atha cliath,Baile Stafaird
contae bhaile atha cliath,Steach Maoilín
contae bhaile atha cliath,An Stang
contae bhaile atha cliath,Bóthar na gCloch
contae bhaile atha cliath,Steach Póilín
contae bhaile atha cliath,Baile Stíl
contae bhaile atha cliath,Baile Stiofáin
contae bhaile atha cliath,Garrán Stigh Lorgan
contae bhaile atha cliath,Stigh Lorgan Thuaidh
contae bhaile atha cliath,Páirc Stigh Lorgan
contae bhaile atha cliath,Stigh Lorgan Theas
contae bhaile atha cliath,Stoicín
contae bhaile atha cliath,Steach Comhaill
contae bhaile atha cliath,Baile Stoirmín
contae bhaile atha cliath,Sráid an tSrutháin
contae bhaile atha cliath,Baile an tSrutháin
contae bhaile atha cliath,Talamh an Aighnis
contae bhaile atha cliath,Baile Sorgail Thuaidh
contae bhaile atha cliath,Baile Sorgail Theas
contae bhaile atha cliath,Cill Fhionntain Thuaidh
contae bhaile atha cliath,Cill Fhionntain Theas
contae bhaile atha cliath,Nead na hEala
contae bhaile atha cliath,Diméin Shoird
contae bhaile atha cliath,Gléib Shoird
contae bhaile atha cliath,Tamhlacht
contae bhaile atha cliath,Baile Thancaird
contae bhaile atha cliath,Gráinseach an Táilliúraigh
contae bhaile atha cliath,Teach Mealóg
contae bhaile atha cliath,Tír an Iúir
contae bhaile atha cliath,Baile Thoimín
contae bhaile atha cliath,Baile na Sceach
contae bhaile atha cliath,Tula
contae bhaile atha cliath,Tigh Bródáin
contae bhaile atha cliath,Tigh an Chnoic
contae bhaile atha cliath,Tigh an Chnoic
contae bhaile atha cliath,Baile an Tipéaraigh
contae bhaile atha cliath,Toibín
contae bhaile atha cliath,Tobar Buinne
contae bhaile atha cliath,Tobar Boir
contae bhaile atha cliath,Tobar Grágáin
contae bhaile atha cliath,Tobar na gClog
contae bhaile atha cliath,Tobar Súl
contae bhaile atha cliath,Tobar Déicin
contae bhaile atha cliath,Baile an Tobair
contae bhaile atha cliath,An Tulcha
contae bhaile atha cliath,Páirc na Tulchann
contae bhaile atha cliath,An Teanga
contae bhaile atha cliath,Tuaman
contae bhaile atha cliath,Cnoc an Tutúnaigh
contae bhaile atha cliath,Baile Eoghain
contae bhaile atha cliath,Baile Thuircín
contae bhaile atha cliath,Turnapain Mór
contae bhaile atha cliath,Turnapain Beag
contae bhaile atha cliath,Tuirbhe
contae bhaile atha cliath,Tigh Motháin Thuaidh
contae bhaile atha cliath,Tigh Motháin Theas
contae bhaile atha cliath,Baile an Tirialaigh
contae bhaile atha cliath,Baile an Tirialaigh Mór
contae bhaile atha cliath,Baile an Tirialaigh Beag
contae bhaile atha cliath,Cnoc na Sailchuach Mór
contae bhaile atha cliath,Cnoc na Sailchuach Beag
contae bhaile atha cliath,An Bad
contae bhaile atha cliath,Garrán na nGallchnónna
contae bhaile atha cliath,Baile na mBreatnach
contae bhaile atha cliath,Fearann Bhaltair
contae bhaile atha cliath,Baile Earbail
contae bhaile atha cliath,An Barda Íochtarach
contae bhaile atha cliath,An Barda Uachtarach
contae bhaile atha cliath,Westereave
contae bhaile atha cliath,Baile Thiar
contae bhaile atha cliath,Baile an Bhaspailigh
contae bhaile atha cliath,An Teampall Geal
contae bhaile atha cliath,Baile Bhailcín
contae bhaile atha cliath,Sruthán Liam
contae bhaile atha cliath,Baile Liam
contae bhaile atha cliath,Baile Liam
contae bhaile atha cliath,Baile Uimbil
contae bhaile atha cliath,Fearann an Mhuilinn Ghaoithe
contae bhaile atha cliath,Cnoc an Mhuilinn Ghaoithe
contae bhaile atha cliath,Uininn
contae bhaile atha cliath,Baile an Bhorgánaigh
contae bhaile atha cliath,Feirm na Coille
contae bhaile atha cliath,Fearann na Coille
contae bhaile atha cliath,Fearann na Coille
contae bhaile atha cliath,Taobh na Coille
contae bhaile atha cliath,Baile na Coille
contae bhaile atha cliath,Baile na Coille
contae bhaile atha cliath,Baile Bhuín
contae bhaile atha cliath,Baile an Bhíosaigh
contae bhaile atha cliath,Na Móinéir Bhuí
contae bhaile atha cliath,Áth Deirg
contae bhaile atha cliath,Ard Aidhin
contae bhaile atha cliath,Baile Donnagáin
contae bhaile atha cliath,Baile Dúill
contae bhaile atha cliath,Baile Ghrífín
contae bhaile atha cliath,Baile Bachaille
contae bhaile atha cliath,Baile Formaid
contae bhaile atha cliath,Baile Mhic Dhoinn
contae bhaile atha cliath,Baile an Ridire
contae bhaile atha cliath,Baile Scadán
contae bhaile atha cliath,Baile an Bhóthair
contae bhaile atha cliath,Caisleán Cnucha
contae bhaile atha cliath,Séipéal Iosóid
contae bhaile atha cliath,Cluain Dolcáin
contae bhaile atha cliath,Gleann Meáin
contae bhaile atha cliath,Cluain Saileach
contae bhaile atha cliath,Cluain Tarbh
contae bhaile atha cliath,Cluain Torc
contae bhaile atha cliath,An Chúlóg
contae bhaile atha cliath,An Chraobhach
contae bhaile atha cliath,Cromghlinn
contae bhaile atha cliath,Deilginis
contae bhaile atha cliath,Domhnach Bat
contae bhaile atha cliath,Domhnach Broc
contae bhaile atha cliath,Droimeanach
contae bhaile atha cliath,An Eiscir
contae bhaile atha cliath,Fionnghlas
contae bhaile atha cliath,Baile Gháire
contae bhaile atha cliath,Glas Naíon
contae bhaile atha cliath,An Ghreallach
contae bhaile atha cliath,Gráinseach Ghormáin
contae bhaile atha cliath,An Choill Naofa
contae bhaile atha cliath,Inis Pádraig
contae bhaile atha cliath,Binn Éadair
contae bhaile atha cliath,Cill Bharróg
contae bhaile atha cliath,Cill Bhríde
contae bhaile atha cliath,Cill Ghobáin
contae bhaile atha cliath,An Chill
contae bhaile atha cliath,Cill Fhéich
contae bhaile atha cliath,Cill Easra
contae bhaile atha cliath,Cill Iníon Léinín
contae bhaile atha cliath,Cill Lasra
contae bhaile atha cliath,Cill Mhic Thalmhaigh
contae bhaile atha cliath,Cill Mochuda
contae bhaile atha cliath,Cill Mochuidbhricht
contae bhaile atha cliath,Cill Shalcháin
contae bhaile atha cliath,Cill Tiarnáin
contae bhaile atha cliath,Cionn Sáile
contae bhaile atha cliath,Léim an Bhradáin
contae bhaile atha cliath,Saoirsí Theampall Chríost
contae bhaile atha cliath,Saoirsí Phádraig
contae bhaile atha cliath,Leamhcán
contae bhaile atha cliath,Lusca
contae bhaile atha cliath,Mullach Íde
contae bhaile atha cliath,Baile na Manach
contae bhaile atha cliath,Mullach Eadrad
contae bhaile atha cliath,An Aill
contae bhaile atha cliath,An Caisleán Nua
contae bhaile atha cliath,Seanchonach
contae bhaile atha cliath,Baile Phámar
contae bhaile atha cliath,Baile Phámar
contae bhaile atha cliath,Port Mearnóg
contae bhaile atha cliath,Port Reachrann
contae bhaile atha cliath,Ráth Eanaigh
contae bhaile atha cliath,Ráth Cúil
contae bhaile atha cliath,Ráth Fearnáin
contae bhaile atha cliath,Ráth Michíl
contae bhaile atha cliath,Teach Sagard
contae bhaile atha cliath,Paróiste San Aindrias
contae bhaile atha cliath,Paróiste San Anna
contae bhaile atha cliath,Paróiste San Audeon
contae bhaile atha cliath,Paróiste San Parthalán
contae bhaile atha cliath,Paróiste Bhríde
contae bhaile atha cliath,Paróiste San Caitríona
contae bhaile atha cliath,Paróiste San Seoirse
contae bhaile atha cliath,Paróiste San Séamas
contae bhaile atha cliath,Paróiste Eoin
contae bhaile atha cliath,Paróiste San Iúd
contae bhaile atha cliath,Paróiste Lúcáis
contae bhaile atha cliath,Teampall Mhaighréide
contae bhaile atha cliath,Paróiste Mharcais
contae bhaile atha cliath,Paróiste Mhuire
contae bhaile atha cliath,Paróiste Mhichíl
contae bhaile atha cliath,Paróiste Michin
contae bhaile atha cliath,Paróiste San Nioclás Laistigh
contae bhaile atha cliath,Paróiste San Nioclás Lasmuigh
contae bhaile atha cliath,Paróiste Phóil
contae bhaile atha cliath,Paróiste Pheadair
contae bhaile atha cliath,Paróiste San Tomás
contae bhaile atha cliath,Paróiste San Werburgh
contae bhaile atha cliath,Seantrabh
contae bhaile atha cliath,Stigh Lorgan
contae bhaile atha cliath,Sord
contae bhaile atha cliath,Tamhlacht
contae bhaile atha cliath,Teach Naithí
contae bhaile atha cliath,An Tulaigh
contae bhaile atha cliath,An Barda
contae bhaile atha cliath,Baile an Bhaspailigh
contae bhaile atha cliath,An Teampall Geal
contae bhaile atha cliath,Baile an Ridire Thoir
contae bhaile atha cliath,Baile an Ridire Thiar
contae bhaile atha cliath,Caisleán Cnucha
contae bhaile atha cliath,An Chúlóg
contae bhaile atha cliath,Baile Átha Cliath
contae bhaile atha cliath,Cathair Bhaile Átha Cliath
contae bhaile atha cliath,An Chrois Íochtarach
contae bhaile atha cliath,An Caisleán Nua
contae bhaile atha cliath,Ráth an Dúin
contae bhaile atha cliath,An Chrois Uachtarach
contae bhaile atha cliath,An tAerfort
contae bhaile atha cliath,Cé Árann A
contae bhaile atha cliath,Cé Árann B
contae bhaile atha cliath,Cé Árann C
contae bhaile atha cliath,Cé Árann D
contae bhaile atha cliath,Cé Árann E
contae bhaile atha cliath,Baile an Ásaigh A
contae bhaile atha cliath,Baile an Ásaigh B
contae bhaile atha cliath,Bán an Aeir
contae bhaile atha cliath,Baile Dúill
contae bhaile atha cliath,Baile Ghrífín
contae bhaile atha cliath,Buaile na Scornaí
contae bhaile atha cliath,Baile an tSaoir-An tÁth Leathan
contae bhaile atha cliath,Baile an tSaoir-Ludford
contae bhaile atha cliath,Baile an tSaoir-Marlaigh
contae bhaile atha cliath,Baile an tSaoir-Cluain Leathan
contae bhaile atha cliath,Baile an tSaoir-Droim Cluana
contae bhaile atha cliath,Baile an tSaoir-Páirc na Coille
contae bhaile atha cliath,Baile Baodáin
contae bhaile atha cliath,Baile Bachaille
contae bhaile atha cliath,An Baile Bocht A
contae bhaile atha cliath,An Baile Bocht B
contae bhaile atha cliath,An Baile Breac
contae bhaile atha cliath,Baile Gall A
contae bhaile atha cliath,Baile Gall B
contae bhaile atha cliath,Baile Gall C
contae bhaile atha cliath,Baile Gall D
contae bhaile atha cliath,Baile Munna A
contae bhaile atha cliath,Baile Munna B
contae bhaile atha cliath,Baile Munna C
contae bhaile atha cliath,Baile Munna D
contae bhaile atha cliath,Baile Munna E
contae bhaile atha cliath,Baile Munna F
contae bhaile atha cliath,Baile Scadán
contae bhaile atha cliath,Beaumont A
contae bhaile atha cliath,Beaumont B
contae bhaile atha cliath,Beaumont C
contae bhaile atha cliath,Beaumont D
contae bhaile atha cliath,Beaumont E
contae bhaile atha cliath,Beaumont F
contae bhaile atha cliath,An Charraig Dhubh-Baile an Bhóthair
contae bhaile atha cliath,An Charraig Dhubh-Dún Carúin
contae bhaile atha cliath,An Charraig Dhubh-An Lár
contae bhaile atha cliath,An Charraig Dhubh-Gleann na Míne
contae bhaile atha cliath,An Charraig Dhubh-Baile na Manach
contae bhaile atha cliath,An Charraig Dhubh-An Pháirc Nua
contae bhaile atha cliath,An Charraig Dhubh-Rinn na Mara
contae bhaile atha cliath,An Charraig Dhubh-Sráid an tSrutháin
contae bhaile atha cliath,An Charraig Dhubh-Cnoc an Teampaill
contae bhaile atha cliath,An Charraig Dhubh-Baile Liam
contae bhaile atha cliath,Baile Bhlainséir-Baile an Aba
contae bhaile atha cliath,Baile Bhlainséir-Baile an Bhlácaigh
contae bhaile atha cliath,Baile Bhlainséir-Cúil Mhín
contae bhaile atha cliath,Baile Bhlainséir-An Chorr Dhubh
contae bhaile atha cliath,Baile Bhlainséir-Delwood
contae bhaile atha cliath,Baile Bhlainséir-Mullach Eadrad
contae bhaile atha cliath,Baile Bhlainséir-Plásóg na Rós
contae bhaile atha cliath,Baile Bhlainséir-Baile an Tirialaigh
contae bhaile atha cliath,Bóthar na Bruíne
contae bhaile atha cliath,Garraithe na Lus A
contae bhaile atha cliath,Garraithe na Lus B
contae bhaile atha cliath,Garraithe na Lus C
contae bhaile atha cliath,Cábán tSíle-Gort an Eibhir
contae bhaile atha cliath,Cábán tSíle-Cill Bheagóige
contae bhaile atha cliath,Cábán tSíle-Baile Uí Lachnáin
contae bhaile atha cliath,Cábán tSíle-An Chriadóireacht
contae bhaile atha cliath,An Chabrach Thoir A
contae bhaile atha cliath,An Chabrach Thoir B
contae bhaile atha cliath,An Chabrach Thoir C
contae bhaile atha cliath,An Chabrach Thiar A
contae bhaile atha cliath,An Chabrach Thiar B
contae bhaile atha cliath,An Chabrach Thiar C
contae bhaile atha cliath,An Chabrach Thiar D
contae bhaile atha cliath,Caisleán Cnucha-Cnoc Mhaolruain
contae bhaile atha cliath,Caisleán Cnucha-An Pháirc
contae bhaile atha cliath,Séipéal Iosóid
contae bhaile atha cliath,Gort na Silíní A
contae bhaile atha cliath,Gort na Silíní B
contae bhaile atha cliath,Gort na Silíní C
contae bhaile atha cliath,Baile an Teampaill-An Caisleán
contae bhaile atha cliath,Baile an Teampaill-Fearann na Scéimhe
contae bhaile atha cliath,Baile an Teampaill-An Garrán Cnó
contae bhaile atha cliath,Baile an Teampaill-Orwell
contae bhaile atha cliath,Baile an Teampaill-Plásóg na Coille
contae bhaile atha cliath,Cluain Dolcáin
contae bhaile atha cliath,Cluain Dolcáin-Baile an Mhóta
contae bhaile atha cliath,Cluain Dolcáin-An Cheapach Mhór
contae bhaile atha cliath,Cluain Dolcáin-Dún Amhlaoibh
contae bhaile atha cliath,Cluain Dolcáin-An Mhainistir
contae bhaile atha cliath,Cluain Dolcáin-Gort an Mhúraigh
contae bhaile atha cliath,Cluain Dolcáin-Rualach
contae bhaile atha cliath,Gleann Meáin
contae bhaile atha cliath,Cluain Sceach-Belfield
contae bhaile atha cliath,Cluain Sceach-Fearann na Buaile
contae bhaile atha cliath,Cluain Sceach-Baile an Mhuilinn
contae bhaile atha cliath,Cluain Sceach-Reabóg
contae bhaile atha cliath,Cluain Sceach-Na Glasáin
contae bhaile atha cliath,Cluain Tarbh Thoir A
contae bhaile atha cliath,Cluain Tarbh Thoir B
contae bhaile atha cliath,Cluain Tarbh Thoir C
contae bhaile atha cliath,Cluain Tarbh Thoir D
contae bhaile atha cliath,Cluain Tarbh Thoir E
contae bhaile atha cliath,Cluain Tarbh Thiar A
contae bhaile atha cliath,Cluain Tarbh Thiar B
contae bhaile atha cliath,Cluain Tarbh Thiar C
contae bhaile atha cliath,Cluain Tarbh Thiar D
contae bhaile atha cliath,Cluain Tarbh Thiar E
contae bhaile atha cliath,Cromghlinn A
contae bhaile atha cliath,Cromghlinn B
contae bhaile atha cliath,Cromghlinn C
contae bhaile atha cliath,Cromghlinn D
contae bhaile atha cliath,Cromghlinn E
contae bhaile atha cliath,Cromghlinn F
contae bhaile atha cliath,Cnoc Dheilginse
contae bhaile atha cliath,Deilginis Uachtarach
contae bhaile atha cliath,Deilginis-Avondale
contae bhaile atha cliath,Deilginis-Blóic
contae bhaile atha cliath,Deilginis-An Choill Mhór
contae bhaile atha cliath,Na Déise
contae bhaile atha cliath,Domhnach Bat
contae bhaile atha cliath,Droim Conrach Theas A
contae bhaile atha cliath,Droim Conrach Theas B
contae bhaile atha cliath,Droim Conrach Theas C
contae bhaile atha cliath,Droim Fionn
contae bhaile atha cliath,Dúbóthar
contae bhaile atha cliath,Dún Laoghaire Láir Thoir
contae bhaile atha cliath,Dún Laoghaire-Glas Tuathail
contae bhaile atha cliath,Dún Laoghaire-Gleann na gCaorach
contae bhaile atha cliath,Dún Laoghaire-Feirm Bhaile na Manach
contae bhaile atha cliath,Dún Laoghaire-Baile an Chnoic
contae bhaile atha cliath,Dún Laoghaire-An Naigín Thoir
contae bhaile atha cliath,Dún Laoghaire-An Naigín Theas
contae bhaile atha cliath,Dún Laoghaire-An Naigín Thiar
contae bhaile atha cliath,Dún Laoghaire-Cnoc an tSalainn
contae bhaile atha cliath,Dún Laoghaire-Cuas an Ghainimh
contae bhaile atha cliath,Dún Laoghaire Láir Thiar
contae bhaile atha cliath,Dún Droma-Baile Amhlaoibh
contae bhaile atha cliath,Dún Droma-Cill Mochuda
contae bhaile atha cliath,Dún Droma-Áth an Ghainimh
contae bhaile atha cliath,Dún Droma-Droim Meala
contae bhaile atha cliath,Dún Droma-Teach Naithí
contae bhaile atha cliath,Éadan Mór
contae bhaile atha cliath,Baile Éamainn
contae bhaile atha cliath,Fionnghlas Thuaidh A
contae bhaile atha cliath,Fionnghlas Thuaidh B
contae bhaile atha cliath,Fionnghlas Thuaidh C
contae bhaile atha cliath,Fionnghlas Theas A
contae bhaile atha cliath,Fionnghlas Theas B
contae bhaile atha cliath,Fionnghlas Theas C
contae bhaile atha cliath,Fionnghlas Theas D
contae bhaile atha cliath,Teach na Giúise
contae bhaile atha cliath,Teach na Giúise-Baile Uí Chuilinn
contae bhaile atha cliath,Teach na Giúise-Cnoc Lín
contae bhaile atha cliath,Carraig an tSionnaigh-Páirc na Feá
contae bhaile atha cliath,Carraig an tSionnaigh-Carraig Mhaighin
contae bhaile atha cliath,Carraig an tSionnaigh-Gráinseach an
contae bhaile atha cliath,Carraig an tSionnaigh-Torquay
contae bhaile atha cliath,Baile Gháire
contae bhaile atha cliath,Gleann Cuilinn
contae bhaile atha cliath,Páirc na nGrás
contae bhaile atha cliath,An Ghráinseach A
contae bhaile atha cliath,An Ghráinseach B
contae bhaile atha cliath,An Ghráinseach C
contae bhaile atha cliath,An Ghráinseach D
contae bhaile atha cliath,An Ghráinseach E
contae bhaile atha cliath,Baile Hearman A
contae bhaile atha cliath,Baile Hearman B
contae bhaile atha cliath,An Choill Naofa
contae bhaile atha cliath,Inis Pádraig
contae bhaile atha cliath,Binn Éadair
contae bhaile atha cliath,Inse Chór A
contae bhaile atha cliath,Inse Chór B
contae bhaile atha cliath,Cé na nÓstaí A
contae bhaile atha cliath,Cé na nÓstaí B
contae bhaile atha cliath,Cé na nÓstaí C
contae bhaile atha cliath,Cill Iníon Léinín Thuaidh
contae bhaile atha cliath,Cill Iníon Léinín Theas
contae bhaile atha cliath,Cill Mhaighneann A
contae bhaile atha cliath,Cill Mhaighneann B
contae bhaile atha cliath,Cill Mhaighneann C
contae bhaile atha cliath,An Choill Mhór A
