placename,sentence,model
Cluain Lothair,Tá an fhoireann pheil ag traenáil ar pháirc Chluain Lothair gach lá.,claude-3-haiku-20240307
Cluain Aodha,Rachaidh mé ar thuras go Cluain Aodha sna laethanta atá romhainn.,claude-3-haiku-20240307
Cluain Eochaille,Beidh céilithe agus rincí traidisiúnta á n-eagrú i gCluain Eochaille i rith na Féile Pádraig.,claude-3-haiku-20240307
Cluain Fiacla,Bíonn drámaí traidisiúnta ar siúl i gCluain Fiacla gach samhradh.,claude-3-haiku-20240307
Cluainín,Tá sé beartaithe foirgneamh nua a thógáil i gCluainín an bhliain seo chugainn.,claude-3-haiku-20240307
An Chluanaidh,Bíonn an-chuid daoine ag cuairt ar An Chluanaidh ag an Samhradh.,claude-3-haiku-20240307
Cluain Meoin Íochtarach,Tá na turasóirí ag scríobh nótaí faoi Chluain Meoin Íochtarach.,claude-3-haiku-20240307
Cluain Maolagáin,Bíonn turasóirí ag taitneamh a bhaint as dúlra álainn Chluain Maolagáin.,claude-3-haiku-20240307
Cluain Sí Bán,Rachaidh mé go Cluain Sí Bán ar saoire an samhradh seo.,claude-3-haiku-20240307
Cluain Tiobrad,Tá cónaí ar dhaoine cáiliúla i gCluain Tiobrad.,claude-3-haiku-20240307
Cluain Muirís,Bíonn roinnt daoine ag léachtanna oíche i gCluain Muirís gach seachtain.,claude-3-haiku-20240307
An Cholldromainn,Tá foirgneamh nua á thógáil i gCholldromainn faoi láthair.,claude-3-haiku-20240307
Cluain Tiompair,Imríonn foireann Chluain Tiompair cluichí móra gach deireadh seachtaine.,claude-3-haiku-20240307
An Coimín,Déanann na turasóirí stáitse mór i dTeach an Coimín gach bliain.,claude-3-haiku-20240307
Cluain Meoin Uachtarach,Leanfaidh an pobal i gCluain Meoin Uachtarach ag rá a gcuid scéalta agus ranna traidisiúnta.,claude-3-haiku-20240307
Cluainte Prochlaise,Bíonn feirmeoirí ag féachaint ar an stoc ag Cluainte Prochlaise ag an am seo den bhliain.,claude-3-haiku-20240307
Cluain Sí Riabhach,Eagraíonn Cumann Spóirt Chluana Sí Riabhaigh imeachtaí pobail gach Satharn.,claude-3-haiku-20240307
Cluain Torc,Tá pobal bríomhar i gCluain Torc a bhíonn ag eagrú imeachtaí pobail go rialta.,claude-3-haiku-20240307
Na Cluainte,Tá sé beartaithe tionscadal forbartha a thógáil ar Na Cluainte.,claude-3-haiku-20240307
Na Cúla Bána,Caitheann daoine a laethanta saoire ag snámh in Na Cúla Bána le linn an tsamhraidh.,claude-3-haiku-20240307
An Chonbháil Thuaidh,Rachaidh mé go dtí An Chonbháil Thuaidh an samhradh seo chugainn.,claude-3-haiku-20240307
Cúl le Gréin,Rachaidh mé go Cúl le Gréin chun siúlóid a dhéanamh.,claude-3-haiku-20240307
Cúil Ó nDónaill,Deineann na turasóirí cónaí in árasáin i gCúil Ó nDónaill le linn an tsamhraidh.,claude-3-haiku-20240307
An Chonbháil Theas,Cuirfear taispeántas grianghraf ar siúl in An Chonbháil Theas an mhí seo.,claude-3-haiku-20240307
An Chorrbhuaile,Rachaidh mé go dtí An Chorrbhuaile chun siopa nua a oscailt.,claude-3-haiku-20240307
Corr Eachroma,Féachann daoine go mion ar shaothar ealaíne áitiúil i gCorr Eachroma.,claude-3-haiku-20240307
Coranach,Déanann siad taighde stairiúil ar chathair Choranach gach bliain.,claude-3-haiku-20240307
Corr Bhuachaill,Bíonn daoine ag campáil i gCorr Bhuachaill le linn an tsamhraidh.,claude-3-haiku-20240307
Comhrach,Déanann muintir Chomhrach ceiliúradh mór ar lá an bhaile gach Lá Fhéile Pádraig.,claude-3-haiku-20240307
Coinré,Beidh féile thraidisiúnta ag tarlú i gCoinré an bhliain seo chugainn.,claude-3-haiku-20240307
Corr Duibhir,Tá tóir mhór ar bhia traidisiúnta Choirr Duibhir.,claude-3-haiku-20240307
Curchas Chonnaidh,Táthar ag tógáil ionad cultúrtha nua i gCurchas Chonnaidh.,claude-3-haiku-20240307
Corrdhoire,Éireoidh leis an fhoireann peile i gCorrdhoire i mbliana.,claude-3-haiku-20240307
An Chorr Bheag,Téimid go minic go dtí An Chorr Bheag chun bia traidisiúnta a ithe.,claude-3-haiku-20240307
Corr Choill Uachtarach,Cuireann an pobail imeachtaí traidisiúnta ar siúl i gCorr Choill Uachtarach gach samhradh.,claude-3-haiku-20240307
Corr Choill Íochtarach,Bíonn sé ag rás gach Domhnach in Corr Choill Íochtarach.,claude-3-haiku-20240307
Corr Chormaic,Cónaíonn muintir Chorra Chormaic ar an gcladach le breis is céad bliain anuas.,claude-3-haiku-20240307
Conachail,Tógfar teach nua ar thaobh Chonachail an samhradh seo chugainn.,claude-3-haiku-20240307
An Chorr Ghearr,Cuireann an chuid is mó den phobal turas chun An Chorr Ghearr ar siúl gach bliain.,claude-3-haiku-20240307
An Chorr Ghlas,Tógadh ionad spóirt nua in An Chorr Ghlas le déanaí.,claude-3-haiku-20240307
Corr Mhic Fhlannchaidh,Bainfidh na turasóirí taitneamh as an áilleacht nádúrtha i gCorr Mhic Fhlannchaidh.,claude-3-haiku-20240307
An Chorr Dhubh Thuaidh,Cuireann an Chorr Dhubh Thuaidh fáilte roimh chuairteoirí gach samhradh.,claude-3-haiku-20240307
Corr Ghairr,Tá roinnt ceardlanna ceirmeacha á reáchtáil i gCorr Ghairr faoi láthair.,claude-3-haiku-20240307
Corr na gClochán,Tá sé scéal go bhfuil ceardlanna ealaíne ag tarlú i gCorr na gClochán an tseachtain seo.,claude-3-haiku-20240307
An Chorr Dhubh,Bíonn ceol agus craic i gCearnóg na Corr Dhubh le linn na bhféilte.,claude-3-haiku-20240307
An Chorrthamhnach,Bíonn ceol traidisiúnta le clos in An Chorrthamhnach ag am na bhféilte.,claude-3-haiku-20240307
Corr Locha Cathail,Déanfaidh siad athchóiriú ar Chaisleán Aircín an bhliain seo chugainn.,claude-3-haiku-20240307
Corr Fhleascach,Bíonn oireachtas liteartha ar siúl i gCorr Fhleascach gach bliain.,claude-3-haiku-20240307
Corr Lóna,Rachaidh mé ag spaisteoireacht ar feadh Chorra Lóna amárach.,claude-3-haiku-20240307
An Corrlisín,Caitheann an muintir áitiúil a gcuid saoire in An Corrlisín gach samhradh.,claude-3-haiku-20240307
An Chorr Liath,Soláthraítear turais treoraithe do chuairteoirí ar An Chorr Liath gach lá.,claude-3-haiku-20240307
Corr Locha,Bíonn an-chlú ar Chorr Locha mar áit iontach do thurasóirí.,claude-3-haiku-20240307
Corr Mhongáin,Tugann na turasóirí cuairt ar Chorr Mhongáin gach samhradh.,claude-3-haiku-20240307
An Chorr Mhór,Rachaidh mé go dtí An Chorr Mhór ar an deireadh seachtaine chun siúlóid a dhéanamh.,claude-3-haiku-20240307
Corr Lochlainn,Tá turasóirí ag tabhairt cuairt ar Chorra Lochlainn le roinnt blianta anuas.,claude-3-haiku-20240307
Mullach na Coirre Duibhe,Bíonn siad ag sléibhte a dhéanamh ar Mhullach na Coirre Duibhe le linn an tsamhraidh.,claude-3-haiku-20240307
Corr na Brón,Oireann an timpeallacht hátúrtha go hiontach do chnámhacht i gCorr na Brón.,claude-3-haiku-20240307
Cora Bhrothair,Déantar feachtais chun cúrsaí sláinte a chur chun cinn i gCora Bhrothair gach bliain.,claude-3-haiku-20240307
Corr Ghaithleann,Tá go leor turais in Corr Ghaithleann le linn na Cásca.,claude-3-haiku-20240307
Corr Mhíoltan,Déanfaidh siad feirmeoireacht orgánach i gCorr Mhíoltan amach anseo.,claude-3-haiku-20240307
Corr na Crannchaí,Tá gréasán bóithre á leathnú i gCorr na Crannchaí chun níos mó rochtana a sholáthar.,claude-3-haiku-20240307
Corr na Coradh,Tá tóir ar na turais cois trá a eagraítear i gCorr na Coradh.,claude-3-haiku-20240307
Corr na Cloiche,Ghlac siad páirt i gcluichí traidisiúnta ar Chorr na Cloiche inné.,claude-3-haiku-20240307
Corr na Crí,Tugtar cuairt ar Chorr na Crí gach Lá Fhéile Pádraig ag na turasóirí.,claude-3-haiku-20240307
Corr na Feirste,Bíonn dea-shaol ag na turasóirí i gCorr na Feirste i rith an tsamhraidh.,claude-3-haiku-20240307
Corr na nGamhna,Bíonn turasóirí ag tabhairt cuairte ar Chorr na nGamhna gach samhradh.,claude-3-haiku-20240307
Corr na Fastra,Tá daoine ag tabhairt cuairt ar Chorr na Fastra gach lá.,claude-3-haiku-20240307
Corr na Craoibhe,Tógtar fáiltiú nua i gCorr na Craoibhe an bhliain seo chugainn.,claude-3-haiku-20240307
Corr na gCoileach,Rachaidh mé ag siúl i gCorr na gCoileach amárach.,claude-3-haiku-20240307
Corr na Gaoithe,Tá daoine ag siúl timpeall agus ag breathnú ar na radharc álainn i gCorr na Gaoithe.,claude-3-haiku-20240307
Corr an Eachaire,Tá taitneamh ag na turasóirí ag breathnú ar shaol an phobail i gCorr an Eachaire.,claude-3-haiku-20240307
Corr an Achaidh,Tapaíonn na cuairteoirí an deis chun siúl timpeall Chorr an Achaidh ar feadh na laethanta saoire.,claude-3-haiku-20240307
Corr na gCon,Tógann siad tithe nua ar Chorr na gCon gach bliain.,claude-3-haiku-20240307
Corr na gCaorach,Tá an contae ag infheistiú i gcúrsaí turasóireachta i gCorr na gCaorach.,claude-3-haiku-20240307
Corr na Greise Thuaidh,Tógfar árasáin nua i gCorr na Greise Thuaidh an bhliain seo chugainn.,claude-3-haiku-20240307
Corr na gCoileach,Ceiliúrtar ócáidí traidisiúnta i gCorr na gCoileach go rialta.,claude-3-haiku-20240307
Corr na gCleath,Beidh ceolchoirm ar siúl i gCorr na gCleath an samhradh seo.,claude-3-haiku-20240307
Corr na Greise Theas,Baintear úsáid as acmhainní nádúrtha Corr na Greise Theas chun earraí a tháirgeadh.,claude-3-haiku-20240307
Corr na Muclach Thuaidh,Rachaidh mé go Corr na Muclach Thuaidh le haghaidh an turais scoile.,claude-3-haiku-20240307
Corr na mBodach,Céileann Corr na mBodach roinnt de na seandachtanna is cáiliúla sa cheantar.,claude-3-haiku-20240307
Corr na Marbh,Tá pobal áitiúil Chorr na Marbh ag eagrú imeachtaí chun a gcultúr a cheiliúradh.,claude-3-haiku-20240307
Corr na Leachta,Tugann daoine cuairt ar Chorr na Leachta chun an radharc uathúil a fheiceáil.,claude-3-haiku-20240307
Corr na Leice,Cuireann na tionscadail nua atá beartaithe do Chorr na Leice áthas ar na daoine áitiúla.,claude-3-haiku-20240307
Corr na Muclach,Tá daoine ag tabhairt cuairt ar Chorr na Muclach ar feadh na bliana.,claude-3-haiku-20240307
Corr na mBan,Bíonn dathúlacht iontach le feiceáil i gCorr na mBan tríd an mbliain.,claude-3-haiku-20240307
Corr na nÉan,Taispeánann na héin áille ar Chorr na nÉan a gcuid scileanna eitilte do na turasóirí.,claude-3-haiku-20240307
Corr na Seamsóg,Bíonn imeachtaí spóirt ar siúl i gCorr na Seamsóg gach Luan.,claude-3-haiku-20240307
Corr na Muclach Theas,Cónaíonn mórán turasóirí i gCorr na Muclach Theas le linn an tsamhraidh.,claude-3-haiku-20240307
Corr na bhFeannóg,Ní bhíonn an-chuid daoine ag siúl i gCorr na bhFeannóg i rith na hoíche.,claude-3-haiku-20240307
Corr Naoi,Cuirfear tionscadail fhorbartha nua i gChorr Naoi sna blianta amach romhainn.,claude-3-haiku-20240307
Corr na nUladh,Bhailíonn na daoine ón gceantar mórthimpeall Corr na nUladh le chéile gach Luan.,claude-3-haiku-20240307
Corr na Sliabh,Beidh ceolchoirm ag tarlú i gCorr na Sliabh an samhradh seo chugainn.,claude-3-haiku-20240307
Corr na Rua,Oireann an timpeallacht nádúrtha i gCorr na Rua go hiontach do thurais allamuigh.,claude-3-haiku-20240307
Cora Bháirce,Beidh ceolchoirm ag Cora Bháirce an samhradh seo.,claude-3-haiku-20240307
Corr na Stac,Roghnóidh muid áit chun fanacht i gCorr na Stac le linn na saoire seo.,claude-3-haiku-20240307
Cora Bheitheach,Déanann na daoine i gCora Bheitheach saothar ceirde traidisiúnta a dhíol ag an margadh.,claude-3-haiku-20240307
Cora Bhuíochair,Tógtar tithe nua i gCora Bhuíochair gach bliain.,claude-3-haiku-20240307
Corr an Choill,Déanann siad beachóireacht i gCorr an Choill gach samhradh.,claude-3-haiku-20240307
Currach Chluana,Bíonn imeachtaí spóirt ar siúl i gCurrach Chluana i rith an tsamhraidh.,claude-3-haiku-20240307
Corr an Chreamha Thuaidh,Rachaidh mé go Corr an Chreamha Thuaidh ar saoire samhraidh.,claude-3-haiku-20240307
Corr an Chreamha Theas,Bíonn siad ag iniúchadh na n-ailtireachta stairiúla i gCorr an Chreamha Theas.,claude-3-haiku-20240307
Corr an Chábúin,Tugtar cuairt ar Chorr an Chábúin ag turasóirí ón gceantar.,claude-3-haiku-20240307
Corr Chóil,Beidh díolachán talmhaíochta ar siúl i gCorr Chóil an mhí seo chugainn.,claude-3-haiku-20240307
Corr an Chairr,Chuaigh mé ag siúl i gCorr an Chairr le déanaí.,claude-3-haiku-20240307
Corr an Chuasáin,Tá an ceantar timpeall Corr an Chuasáin an-álainn sa samhradh.,claude-3-haiku-20240307
An Chorr Leathan,Cuireann muintir An Chorr Leathan fáilte mhór roimh chuairteoirí.,claude-3-haiku-20240307
Corr an Chríonaigh,Bíonn mórshiúlta bríomhara ag Corr an Chríonaigh gach Lá Fhéile Pádraig.,claude-3-haiku-20240307
Corr an Liatháin,Téann na turasóirí go minic go Corr an Liatháin chun blaiseadh den nádúr.,claude-3-haiku-20240307
Corr an Aoire,Tá sé ina chónaí i gCorr an Aoire le blianta fada.,claude-3-haiku-20240307
Corr Loiste,Tá an chaisleán cáiliúil i gCorr Loiste le feiceáil ó fhaid i gcéin.,claude-3-haiku-20240307
Corr an Fhleá,Caitheann daoine go minic a laethanta saoire ag Corr an Fhleá.,claude-3-haiku-20240307
Corr an Leiscinn,Tá Corr an Leiscinn ar cheann de na háiteanna is áille sa cheantar.,claude-3-haiku-20240307
Cora Mhártain,Bíonn imeachtaí traidisiúnta á n-eagrú ag muintir Chora Mhártain go rialta.,claude-3-haiku-20240307
Corr an Scafaigh,Déantar roinnt gníomhaíochtaí ourdoor i gCorr an Scafaigh i rith an tsamhraidh.,claude-3-haiku-20240307
Cora Smeachúil,Bíonn margaí beaga i gCora Smeachúil ag an deireadh seachtaine.,claude-3-haiku-20240307
Corr an Phoirt,Coinneoidh muid an fhéile bliantúil i gCorr an Phoirt.,claude-3-haiku-20240307
Corr Sratha,Ceiliúrann daoine Lá Fhéile Pádraig gach bliain i gCorr Sratha.,claude-3-haiku-20240307
Cora Ghabhla,Caitheann muintir Chora Ghabhla a saol ag iascaireacht ar an loch.,claude-3-haiku-20240307
Corr an Tairbh Thuaidh,Beidh taispeántais ealaíne á n-eagrú i gCorr an Tairbh Thuaidh i rith an gheimhridh.,claude-3-haiku-20240307
Corr an Mhailín,Tiocfaidh mé go Corr an Mhailín le mo chairde chun an dúlra a fheiceáil.,claude-3-haiku-20240307
Corr an Tí Móir,Oireann an timpeallacht thostaí i gCorr an Tí Móir go maith dom.,claude-3-haiku-20240307
Corr an tSamhaidh,Bíonn oireachtas bliantúil ar siúl i gCorr an tSamhaidh i rith an tsamhraidh.,claude-3-haiku-20240307
Corr Mhaothaile,Tá céad bliain caite ó bunaíodh an cumann spóirt i gCorr Mhaothaile.,claude-3-haiku-20240307
Corr Éis,Tá oireachtas bliantúil ar siúl i gCorr Éis gach Samhain.,claude-3-haiku-20240307
Corr Roda,Tá cuid mhór daoine ag obair ar fhorbairt chónaithe nua i gCorr Roda faoi láthair.,claude-3-haiku-20240307
Corr an Tairbh Theas,Beidh muid ag siúl timpeall Corr an Tairbh Theas an deireadh seachtaine seo.,claude-3-haiku-20240307
An Coirrín,Cónaíonn go leor teaghlaigh in An Coirrín le blianta.,claude-3-haiku-20240307
An Choraidh,"Ceiliúrtar imeachtaí cultúrtha i gCéin Mhara, An Choraidh gach bliain.",claude-3-haiku-20240307
Oileán na Coradh,Déanfar feirmeoireacht orgánach in Oileán na Coradh sna blianta amach romhainn.,claude-3-haiku-20240307
Coraidh Eolais,Tugann muintir Choraidh Eolais aird ar leith ar chosaint an chomhshaoil i rith na bliana.,claude-3-haiku-20240307
An Choraidh Ard,Tá sé beartaithe feirm nua bhia a oscailt in An Choraidh Ard an samhradh seo.,claude-3-haiku-20240307
Carraigigh,Siúlann daoine áitiúla chuig Carraigigh gach deireadh seachtaine.,claude-3-haiku-20240307
Corr Uí Choileáin,Beidh oireachtas á reáchtáil i gCorr Uí Choileáin an mhí seo chugainn.,claude-3-haiku-20240307
Corr an Liobair,Thaitin an turas go Corr an Liobair go mór linn.,claude-3-haiku-20240307
Craobhach Fhearna,Déanann pobal áitiúil Chraobhach Fhearna iarracht an dúlra a chosaint.,claude-3-haiku-20240307
An Críonach,Rachaimid chuig An Críonach le haghaidh ócáide speisialta.,claude-3-haiku-20240307
An Cnoicín,Beidh féile mhór chultúrtha ar siúl ar An Cnoicín an bhliain seo chugainn.,claude-3-haiku-20240307
An Cnoicín,Maireann daoine áitiúla in An Cnoicín le fada an lá.,claude-3-haiku-20240307
Cnoc an Mhadaidh,Tógtar tithe nua ar Chnoc an Mhadaidh gach bliain.,claude-3-haiku-20240307
Créach,Caitheann daoine a gcuid saoire i gCréach gach samhradh.,claude-3-haiku-20240307
An Chraobh Liath,Bíonn ceol agus craic ag Ceolchoirm an Chraobh Liath gach samhradh.,claude-3-haiku-20240307
Cromghlinn,Beidh oireachtas na Gaeilge ar siúl i gCromghlinn an bhliain seo chugainn.,claude-3-haiku-20240307
Cromaigh,Tá na siopaí bisiúil i gCromaigh ar an Satharn.,claude-3-haiku-20240307
An Chrosdromainn,Déanann an pobal roinnt oibre dheonach in An Chrosdromainn gach seachtain.,claude-3-haiku-20240307
Oileán na Crannóige,Eagraíonn muintir Oileán na Crannóige féilte ceoil agus damhsa go rialta.,claude-3-haiku-20240307
Na Coillte,Tá radharcanna áille le feiceáil sna Na Coillte.,claude-3-haiku-20240307
An Choill Mhór,Ceannóidh mé crann Nollag álainn ón Choill Mhór an bhliain seo.,claude-3-haiku-20240307
Cuilleann,Oireann timpeallacht álainn Chill na Cuilleann go maith do thaisteal agus do chaitheamh aimsire.,claude-3-haiku-20240307
An Choilleach,Caitheann muintir An Choilleach a gcuid ama ag iascaireacht sa tobar áitiúil.,claude-3-haiku-20240307
An Crompán,Thosaigh sé ag foghlaim na Gaeilge in An Crompán le déanaí.,claude-3-haiku-20240307
Na Coillte,Tá saol an phobail i Na Coillte fite fuaite leis an dúlra.,claude-3-haiku-20240307
Cuilleann Buí,Bíonn turais treoraithe do chuairteoirí ar siúl i gCuilleann Buí i rith an tsamhraidh.,claude-3-haiku-20240307
An Coincheann,Tá sé beartaithe tuilleadh lóistín a thógáil in An Coincheann amach anseo.,claude-3-haiku-20240307
Na Curracha Buí,Bíonn rincí traidisiúnta á reáchtáil sna Na Curracha Buí gach Lá Fhéile Pádraig.,claude-3-haiku-20240307
An Choillidh,Suíonn daoine áitiúla ag siopadóireacht in An Choillidh gach Satharn.,claude-3-haiku-20240307
An Choillidh,Tá scoileanna Gaeilge lonnaithe in Choillidh.,claude-3-haiku-20240307
Na Curracha,Eagraíonn siad imeachtaí cultúrtha do dhaoine áitiúla i Na Curracha gach samhradh.,claude-3-haiku-20240307
An Chraobhaigh,Déanann lucht na háite cóiriú mór ar Chraobhaigh gach bliain.,claude-3-haiku-20240307
An Currach Fuar,Imeoidh mé go ceol agus rince in An Currach Fuar an deireadh seachtaine seo.,claude-3-haiku-20240307
Currach na Báine,Tá an-áthas ar mhuintir Currach na Báine faoin tionscadal forbartha nua.,claude-3-haiku-20240307
Currach an tSamhaidh,Bíonn rásaí capaill ar siúl i gCurrach an tSamhaidh gach Samhradh.,claude-3-haiku-20240307
Currach na bhFál,Léiríonn cuairteoirí Currach na bhFál spéis mhór sa chultúr áitiúil.,claude-3-haiku-20240307
Currach Eochaire,Beidh taispeántas ealaíne ar siúl i gCurrach Eochaire an mhí seo chugainn.,claude-3-haiku-20240307
Na Curraigh,Freastlaíonn an bus ar na Curraigh gach lá.,claude-3-haiku-20240307
An Corrán,Beidh ceolchoirm mhór ar siúl in An Corrán an samhradh seo.,claude-3-haiku-20240307
An Currachán,Téann na scoláirí go dtí An Currachán ar thurais scoile gach bliain.,claude-3-haiku-20240307
Na Corrachaidh Theas,Déanann muintir na Corrachaidh Theas go leor oibre dheonach chun an pobal a fheabhsú.,claude-3-haiku-20240307
Currach Mhártain,Caitheann na turasóirí a gcuid ama ag spaisteoireacht thart ar Currach Mhártain.,claude-3-haiku-20240307
Curracha Sileáin,Bíonn féile chultúrtha mhór ar siúl i gCurracha Sileáin gach samhradh.,claude-3-haiku-20240307
